
add,True,admin,8/3/2025 3:19:22 PM
display,True,admin,8/3/2025 3:25:18 PM
add,True,receptionist,8/3/2025 3:41:44 PM
add,False,receptionist,8/3/2025 3:45:13 PM
add,False,receptionist,8/3/2025 3:48:51 PM
add,False,receptionist,8/3/2025 3:49:59 PM
add,False,receptionist,8/3/2025 3:59:55 PM
add,False,receptionist,8/3/2025 4:04:54 PM
add,True,receptionist,8/3/2025 4:10:21 PM
add,True,receptionist,8/3/2025 4:14:04 PM
add,True,receptionist,8/3/2025 4:17:02 PM
add,True,receptionist,8/3/2025 4:18:12 PM
add,False,receptionist,8/3/2025 4:18:59 PM
display,False,receptionist,8/3/2025 4:49:23 PM
add,True,receptionist,8/4/2025 1:06:22 AM
search,True,receptionist,8/4/2025 1:06:45 AM
update,False,admin,8/4/2025 3:09:13 AM
update,False,admin,8/4/2025 3:10:01 AM
update,True,admin,8/4/2025 3:14:24 AM
add,True,admin,8/4/2025 6:13:06 AM
update,True,admin,8/4/2025 6:14:43 AM
fee check,True,admin,8/4/2025 9:37:57 AM
